eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197502000001,1975,2,0,,0,,11,Argentina,3,South America,Cordoba,Cordoba,-31.399301,-64.182129,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",US,"John P Egan, Honorary Consul",217,United States,,,,,,,,,,,,,,,,,Montoneros (Argentina),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,1,1,,0,0,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,1,1,1,
197503050002,1975,3,5,,0,,97,Israel,10,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1,0,,1,1,1,0,,,0,1,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,8,Hotel/Resort,,hotel,97,Israel,,,,,,,,,,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,0,,,0,8,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,18,,,0,,,1,3,Minor (likely < $1 million),20000,1,10,0,,,,,0,,,,,,,,,PGIS,0,0,0,0,
197510050004,1975,10,5,,0,,96,Ireland,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68,Named Civilian,,"Billy Wright, 34",96,Ireland,,,,,,,,,,,,,,,,,Official Irish Republican Army (OIRA),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,CAIN,1,1,0,1,
197512030001,1975,12,3,,0,,217,United States,1,North America,Florida,Miami,25.774591,-80.214195,1,0,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Federal Bureau of Investigation,FBI building,217,United States,,,,,,,,,,,,,,,,,Cuban Exiles,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,,,,,,,,,,,,,,,,,"1975.\"","\"\"\"In the nation: Bombs jolt 4 U.S. buildings in Miami","\"\" The Baltimore Sun",December 4,"1975.\"","\"Marcia McKnight Trick, \"\"Chronology of Incidents of Terroristic"
197602000003,1976,2,0,,0,,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,18,Tourists,96,Tour Bus/Van,,tourist coach,209,Turkey,,,,,,,,,,,,,,,,,Armenian Secret Army for the Liberation of Armenia,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,Hyland,0,1,0,1,
197603050001,1976,3,5,,0,,217,United States,1,North America,California,Palo Alto,37.424305,-122.143913,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,,Hewlett- Packard Lab,217,United States,,,,,,,,,,,,,,,,,Red Guerilla Family,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
197603150002,1976,3,15,,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,Army General Command Building,11,Argentina,,,,,,,,,,,,,,,,,Montoneros (Argentina),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),2000,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
197604000002,1976,4,0,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.072731,7.679541,1,0,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,,supermarket,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),5000,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
197604220001,1976,4,22,,0,,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,,First National City Bank,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,1,1,
197701250006,1977,1,25,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,,1,1,1,0,,,0,0,0,1,Assassination,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",San Francisco,"John Barbagelata, San Francisco supervisor",217,United States,,,,,,,,,,,,,,,,,New World Liberation Front (NWLF),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,0,,,1,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
197701270006,1977,1,27,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Royal Ulster Constabulary,"Patrick McNulty, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,CAIN,0,0,1,1,
197704020001,1977,4,2,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Forkhill,54.081638,-6.448779,1,0,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69,Religion Identified,,"Hugh Clarke, Protestant",233,Northern Ireland,,,,,,,,,,,,,,,,,Republican Action Force,,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,CAIN,0,0,1,1,
197706210001,1977,6,21,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,8,Educational Institution,50,Other Personnel,"School of Economics, Univ. of Rome",Remo Cacciafesta/Dean,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,0,,,1,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
197707120004,1977,7,12,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.072731,7.679541,1,0,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,"Parking Garage, Public Transportation Co.",98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,0,,,0,0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),5000,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
197708260002,1977,8,26,,0,,209,Turkey,10,Middle East & North Africa,Tokat,Tokat,40.313247,36.554574,1,0,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,Bookstore,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),500,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
197710190018,1977,10,19,,0,,217,United States,1,North America,New York,Mount Vernon,40.912456,-73.838276,1,0,416 East Sanford Blvd.,1,0,1,1,2,Other Crime Type,0,1,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,3,Bank/Commerce,Citibank,"Citibank, Mount Vernon New York",217,United States,,,,,,,,,,,,,,,,,May 19 Communist Order,,,,,,0,,,0,4,4,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),13800,0,,,,,,,0,,,,,,,,,"1986.\"",,,Hewitt Project,0,0
197711150004,1977,11,15,,0,,183,South Africa,11,Sub-Saharan Africa,Gauteng,Dunswart,-26.210248,28.279927,1,1,,1,1,1,-9,,,0,1,0,9,Unknown,,,,,19,Transportation,100,Train/Train Tracks/Trolley,,Railway,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,0,,,1,,,1,,,,0,,,,,,,0,,,,,,,,,UMD South Africa,-9,-9,0,-9,
197801100005,1978,1,10,,0,,98,Italy,8,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,Italian Socialist Party Office,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),2600,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
197802060004,1978,2,6,,0,,185,Spain,8,Western Europe,Seville,Herrera,37.361755,-4.850014,1,0,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,22,"Police Building (headquarters, station, school)",,Civil Guard Post,185,Spain,,,,,,,,,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),2500,0,,,,,,,0,,,,,,,,,PGIS,0,1,0,1,
197802210001,1978,2,21,,0,,45,Colombia,3,South America,Tolima,Ibague,4.43891,-75.23223,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",,"home, Victoria de Lopez",45,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,5,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,1,,,1,,,1,3,Minor (likely < $1 million),5000,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
197803020001,1978,3,2,,0,,98,Italy,8,Western Europe,Tuscany,Florence,43.768732,11.256901,1,0,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",,"Vehicle of Prof. Luigi Capugi, Counselor for Economic Affairs to Prime*",98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,0,,,0,0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),2500,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
197803100009,1978,3,10,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,Christian Demo Party Office,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),1000,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
197803270001,1978,3,27,,0,,139,Namibia,11,Sub-Saharan Africa,Khomas,Katatura,-22.517714,17.059734,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,HERERO Tribe,"Clemens Kapuuo, chief, Pres. Democratic Turnhalle Alliance",139,Namibia,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
197812160001,1978,12,16,,0,,45,Colombia,3,South America,Bogota,Bogota,4.667128,-74.106056,1,0,,1,1,1,-9,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,5,Industrial/Textiles/Factory,Matalurgy factory,"Jorge Bass, owner",45,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,0,,,0,,,0,,,,1,1,0,,,,Colombia,0,,,,,,5,Successful Rescue,1,PGIS,-9,-9,0,-9,
197812180001,1978,12,18,,0,,403,Rhodesia,11,Sub-Saharan Africa,Unknown,Saliaban,,,5,1,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,United African National Council,"Rev Arthur Kanodereka, clergyman and former member",403,Rhodesia,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
